SGB ID	Species label	NCBI taxID	Alternative species labels	Alternative NCBI taxIDs
SGB23428	Haloplanus_salinus	1126245		
SGB23500	Hydrogenophilus_thermoluteolus	297		
SGB23432	Haloferax_mucosum	403181		
SGB23424	Natronolimnobius_aegyptiacus	745377		
SGB23425	Halorubrum_sp_48_1_W	2249761		
SGB23379	Iodobacter_fluviatilis	537		
SGB23312	Shewanella_putrefaciens	24	Shewanella_sp_WE21,Shewanella_sp_S_1,Shewanella_sp_DC2_4,Shewanella_sp_ISTPL2	2029986,2726434,2739431,2699425
SGB23201	Rahnella_sp_ERMR1_05	1805933		
SGB23438	Halalkaliarchaeum_desulfuricum	2055893		
SGB23427	Haloplanus_sp_CBA1112	1547898	Haloplanus_sp_CBA1113	1547899
SGB23375	Kingella_potus	265175		
SGB23423	Natronolimnobius_sulfurireducens	2044521		
SGB23506	Mycobacterium_uberis	2162698		
SGB23164	Providencia_rettgeri	587	Providencia_sp_WCHPHu000369,Providencia_sp_M_27	2027290,2713150
SGB23433	Halogeometricum_limi	555875		
SGB23435	halophilic_archaeon	29295		
SGB23526	Mycolicibacter_senuensis	386913		
SGB23493	Ruminococcus_flavefaciens	1265		
SGB23520	Mycobacterium_montefiorense	154654		
SGB23508	Mycobacterium_sp_MFM001	2049453		
SGB23496	Opitutus_sp_ER46	2161864		
SGB23547	Dietzia_psychralcaliphila	139021		
SGB23528	Mycolicibacterium_aichiense	1799		
SGB23518	Mycobacterium_sp_AB57	1841860		
SGB23535	Mycolicibacterium_frederiksbergense	117567	Mycobacterium_sp_ITM_2016_00316	2099695
SGB23551	Williamsia_faeni	341202	Nocardia_sp_348MFTsu5_1	1172185
SGB23517	Mycobacterium_sp_AB215	1841861		
SGB23530	Mycobacterium_sp_ITM_2016_00318	2099693		
SGB23170	Leminorella_richardii	158841		
SGB23538	Mycolicibacterium_psychrotolerans	216929	Mycobacterium_sp_Soil538	1736391
SGB23559	Rhodococcus_coprophilus	38310		
SGB23550	Williamsia_limnetica	882452		
SGB23531	Mycolicibacterium_moriokaense	39691		
SGB23542	Mycolicibacterium_sp_GF69	2267251		
SGB23546	Dietzia_lutea	546160		
SGB23529	Mycolicibacterium_moriokaense	39691		
SGB23497	Opitutaceae_bacterium_EW11	2161865		
SGB23238	Siccibacter_turicensis	357233	Cronobacter_turicensis	413502
SGB23558	Rhodococcus_gordoniae	223392	Rhodococcus_sp_R1101,Rhodococcus_sp_Q1	1170698,2508718
SGB23565	Rhodococcus_sp_OK269	2135728		
SGB23591	Actinobacteria_bacterium_YIM_96077	2487353	Phytoactinopolyspora_sp_YIM_96934	1981511
SGB23512	Mycobacterium_vulneris	547163		
SGB23562	Rhodococcus_sp_OK519	2135729		
SGB23527	Mycobacterium_sp_YR708	2135746	Mycobacterium_sp_YR782,Mycolicibacterium_sphagni	2135747,1786
SGB23590	Thermasporomyces_composti	696763		
SGB23556	Rhodococcus_sp_S2_17	1990687	Rhodococcus_sp_WAY2	2663121
SGB23579	Nocardia_neocaledoniensis	236511		
SGB23576	Nocardia_cyriacigeorgica	135487		
SGB23563	Rhodococcus_sp_AG1013	2183996	Rhodococcus_sp_W8901	2742603
SGB23605	Streptomyces_sp_ICBB_8177	563922		
SGB23572	Nocardia_otitidiscaviarum	1823		
SGB23594	Streptomyces_sp_LHW50302	2250578		
SGB23477	Pseudoflavonifractor_sp_AF19_9AC	2292244		
SGB23587	Gordonia_iterans	1004901		
SGB23575	Nocardia_tenerifensis	228006		
SGB23578	Nocardia_puris	208602		
SGB23597	Streptomyces_armeniacus	83291		
SGB23603	Streptomyces_sp_Ru73	2080748		
SGB23612	Streptomyces_sp_Ru72	2080747	Streptomyces_sp_Y2F8_2	2759675
SGB23595	Candidatus_Streptomyces_philanthi	371608		
SGB23629	Streptomyces_nigra	1827580	Streptomyces_sp_JHA19,Streptomyces_sp_M7	1577588,255705
SGB23571	Nocardia_pseudobrasiliensis	45979		
SGB23566	Nocardia_nova	37330		
SGB23598	Streptomyces_roseoverticillatus	66429	Streptosporangium_nondiastaticum	35764
SGB23625	Streptomyces_sp_M2	646637	Streptomyces_sp_VMFN_G11Ma,Streptomyces_sp_MG	2135609,2153486
SGB23634	Streptomyces_actuosus	1885	Streptomyces_griseosporeus	1910
SGB23606	Streptomyces_sp_PsTaAH_137	1305830		
SGB23633	Streptomyces_sp_Ru71	2080746		
SGB23643	Streptomyces_globosus	68209	Streptomyces_sp_WAC05292,Streptomyces_sp_KD18	2487418,2773452
SGB23623	Streptomyces_sp_NWU339	2185284		
SGB23635	Streptomyces_sp_NTH33	1735453		
SGB23631	Streptomyces_sp_46	1777322		
SGB23644	Streptomyces_tirandamycinicus	2174846	Streptomyces_sp_CNS615,Streptomyces_sp_CNT302,Streptomyces_sp_CNR698,Streptomyces_sp_ICN441,Streptomyces_sp_PKU_MA01144	1169158,1169155,1206101,2558286,2729138
SGB23650	Streptomyces_corynorhini	2282652		
SGB23649	Streptomyces_sp_GSSD_12	2282738		
SGB23626	Streptomyces_sp_75	2035221		
SGB23670	Streptomyces_sp_ST5x	2100817		
SGB23607	Streptomyces_sp_AcE210	2292703		
SGB23639	Streptomyces_niveiscabiei	164115	Streptomyces_sp_V2,Streptomyces_sp_ST1015,Streptomyces_sp_ST1020	1424099,1848900,1848901
SGB23664	Streptomyces_sp_AC1_42T	2218665	Streptomyces_sp_AC1_42W	2218666
SGB23673	Streptomyces_triticagri	2293568		
SGB23651	Streptomyces_scopuliridis	452529		
SGB23628	Streptomyces_sp_Act143	2200760		
SGB23684	Marinitenerispora_sediminis	1931232		
SGB23615	Streptomyces_sp_3212_4	2135786	Streptomyces_sp_67,Streptomyces_sp_3212_5	1827603,2135785
SGB23641	Streptomyces_lavendulae	1914		
SGB23688	Haloactinopolyspora_alba	648780		
SGB23662	Streptomyces_sp_QL37	2093747		
SGB23679	Streptacidiphilus_sp_DSM_106435	2126346		
SGB23640	Streptomyces_sp_ICC1	2099583	Streptomyces_sp_ICC4	2099584
SGB23676	Kitasatospora_sp_MMS16_BH015	2018025		
SGB23646	Streptomyces_lunaelactis	1535768		
SGB23687	Nocardiopsis_prasina	2015	Nocardiopsis_sp_SBT366,Nocardiopsis_sp_L17_MgMaSL7	1580529,1938893
SGB23678	Streptomyces_tateyamensis	565073		
SGB23681	Streptomyces_gilvigriseus	1428644		
SGB23686	Allonocardiopsis_opalescens	1144618		
SGB23680	Streptacidiphilus_pinicola	2219663		
SGB23697	Actinomadura_rayongensis	1429076	Actinomadura_sp_5_2	1926885
SGB23685	Murinocardiopsis_flavida	645275		
SGB23682	Streptomyces_sp_PT12	1510197		
SGB23707	Actinopolyspora_mortivallis	33906		
SGB23611	Streptomyces_sp_A217	2109333		
SGB23637	Streptomyces_sp_P3	2135430		
SGB23696	Actinomadura_rubrobrunea	115335	Actinomadura_viridilutea	58112
SGB23708	Halopolyspora_algeriensis	1500506		
SGB23693	Actinomadura_sp_LHW52907	2303421		
SGB23669	Streptomyces_sp_62	1827599	Streptomyces_sp_SFB5A	2663842
SGB23691	Actinomadura_umbrina	111806		
SGB23570	Nocardia_mexicana	279262		
SGB23692	Actinomadura_sp_LHW63021	2231787		
SGB23671	Streptomyces_sp_SDr_06	2267702		
SGB23601	Streptomyces_sp_NEAU_D10	2293571		
SGB23695	Actinomadura_sp_NEAU_G17	2293572		
SGB23689	Jiangella_anatolica	2670374		
SGB23663	Streptomyces_sp_LamerLS_316	1157630	Streptomyces_sp_ADI93_02,Streptomyces_sp_M3,Streptomyces_sp_gb1_2016	1522757,295102,1828321
SGB23702	Microbispora_cellulosiformans	2614688	Microbispora_triticiradicis,Microbispora_fusca,Microbispora_sp_H10670,Microbispora_sp_H10885,Microbispora_sp_H10949	2200763,2576905,2729108,2729110,2729111
SGB23711	Amycolatopsis_panacis	2340917	Amycolatopsis_sulphurea	76022
SGB23705	Desertiactinospora_gelatinilytica	2666298		
SGB23700	Nonomuraea_sp_KC333	2070368		
SGB23712	Prauserella_coralliicola	1401264	Prauserella_sp_PE36,Prauserella_endophytica	1504709,1592324
SGB23716	Prauserella_shujinwangii	1453103		
SGB23718	Amycolatopsis_antarctica	1854586		
SGB23717	Amycolatopsis_marina	490629		
SGB23713	Prauserella_sp_YIM_121212	1477506		
SGB23701	Sphaerisporangium_album	509200		
SGB23736	Jishengella_endophytica	515350		
SGB23714	Prauserella_muralis	588067		
SGB23733	Jishengella_sp_NA12	1655439		
SGB23698	Nonomuraea_fuscirosea	1291556		
SGB23757	Arthrobacter_sp_JUb115	2485108	Arthrobacter_sp_MYb222,Arthrobacter_sp_MYb214	1848599,1848596
SGB23704	Sphaerisporangium_sp_LHW63015	2248750		
SGB23735	Verrucosispora_sp_LHW63014	2294034		
SGB23756	Arthrobacter_sp_MYb213	1848595		
SGB23726	Actinokineospora_auranticolor	155976		
SGB23760	Arthrobacter_sp_MYb227	1848601		
SGB23762	Arthrobacter_glacialis	1664		
SGB23753	Frankineae_bacterium_MT45	1882833		
SGB23715	Amycolatopsis_albispora	1804986		
SGB23743	Micromonospora_globispora	1450148		
SGB23720	Lechevalieria_atacamensis	531938	Lechevalieria_deserti	531939
SGB23739	Micromonospora_sp_5R2A7	2202421		
SGB23749	Micromonospora_pattaloongensis	405436		
SGB23766	Arthrobacter_psychrochitiniphilus	291045		
SGB23761	Arthrobacter_sp_AQ5_05	2184581		
SGB23765	Arthrobacter_livingstonensis	670078		
SGB23731	Pseudosporangium_ferrugineum	439699		
SGB23746	Micromonospora_deserti	2070366		
SGB23764	Arthrobacter_psychrolactophilus	92442		
SGB23738	Micromonospora_arborensis	2116518		
SGB23744	Micromonospora_sp_4G51	2202420		
SGB23770	Arthrobacter_sp_AQ5_06	1914304		
SGB23724	Umezawaea_tangerina	84725		
SGB23732	Plantactinospora_sp_BB1	2071627	Plantactinospora_sp_BC1	2108470
SGB23767	Arthrobacter_sp_31Y	1115632	Arthrobacter_sp_MYb51,Arthrobacter_sp_MYb23	1848604,1848603
SGB23752	Glycomyces_artemisiae	1076443		
SGB23769	Arthrobacter_sp_HMWF013	2056849		
SGB23773	Arthrobacter_sp_RC1_1_241	2183924		
SGB23727	Kutzneria_buriramensis	1045776		
SGB23730	Actinoplanes_lutulentus	1287878		
SGB23775	Arthrobacter_sp_PGP41	2079227		
SGB23771	Arthrobacter_sp_135MFCol5_1	1158050	Pseudarthrobacter_sp_AG30,Arthrobacter_sp_AG258	2249742,2183899
SGB23729	Actinoplanes_xinjiangensis	512350		
SGB23728	Actinoplanes_italicus	113567		
SGB23782	Arthrobacter_agilis	37921		
SGB23780	Arthrobacter_sp_Soil763	1736402		
SGB23783	Arthrobacter_pityocampae	547334		
SGB23786	Arthrobacter_sp_Soil782	1736410		
SGB23788	Brachybacterium_saurashtrense	556288		
SGB23779	Arthrobacter_sp_PM3	2017685		
SGB23776	Arthrobacter_globiformis	1665		
SGB23794	Kocuria_sp_442	2054280		
SGB23796	Nesterenkonia_sandarakina	272918		
SGB23797	Georgenia_satyanarayanai	860221		
SGB23772	Arthrobacter_sp_162MFSha1_1	1151119	Arthrobacter_sp_Soil761,Arthrobacter_sp_1704,Arthrobacter_sp_SLBN_179,Arthrobacter_sp_AG367	1736400,2183880,2768464,2572909
SGB23748	Micromonospora_sp_MW_13	2094022		
SGB23806	Cellulomonas_sp_WB94	2173174		
SGB23798	Miniimonas_sp_PCH200	2135789		
SGB23802	Isoptericola_halotolerans	300560	Isoptericola_sp_CG_20_1183	1881052
SGB23777	Arthrobacter_sp_Soil736	1736395		
SGB23805	Isoptericola_variabilis	139208		
SGB23807	Branchiibius_hedensis	672460		
SGB23792	Citricoccus_muralis	169134		
SGB23810	Tetrasphaera_sp_Soil756	1736399		
SGB23790	Brachybacterium_endophyticum	2182385		
SGB23800	Promicromonospora_sukumoe	88382		
SGB23817	Aeromicrobium_sp_A1_2	2107713		
SGB23808	Ornithinimicrobium_sp_AMA3305	2283195		
SGB23785	Arthrobacter_sp_Bz4	2171979	Arthrobacter_sp_TB_23,Arthrobacter_sp_CAL618	494419,1055770
SGB23825	Nocardioides_sp_CF204	2135677		
SGB23799	Salana_multivorans	120377		
SGB23812	Arsenicicoccus_sp_oral_taxon_190	1658671		
SGB23801	Promicromonospora_sp_AC04	2135723	Promicromonospora_sp_CF082	2135724
SGB23818	Nocardioides_sp_CF167	2135685		
SGB23820	Nocardioides_sp_Soil805	1736416		
SGB23816	Aeromicrobium_sp_592	2079793	Aeromicrobium_sp_S592	2561922
SGB23809	Calidifontibacter_indicus	419650		
SGB23811	Knoellia_remsis	407159		
SGB23822	Nocardioides_sp_Soil774	1736408		
SGB23819	Nocardioides_sp_CCTCC_AB_2018079	2201891		
SGB23821	Nocardioides_currus	2133958		
SGB23827	Kineococcus_xinjiangensis	512762		
SGB23829	Quadrisphaera_granulorum	317664		
SGB23823	Nocardioides_sp_WSJ_1	2138300		
SGB23836	Blastococcus_sp_TF02_8	2250574		
SGB23835	Blastococcus_sp_TBT05_19	2250581		
SGB23832	Geodermatophilus_tzadiensis	1137988		
SGB23834	Geodermatophilus_sp_TF02_6	2250575		
SGB23837	Blastococcus_sp_TF02A_30	2250580		
SGB23838	Blastococcus_sp_TF02_9	2250576		
SGB23828	Kineococcus_rhizosphaerae	559628		
SGB23833	Geodermatophilus_sp_LHW52908	2303986		
SGB23846	Leucobacter_massiliensis	1686285		
SGB23840	Modestobacter_versicolor	429133		
SGB23845	Leucobacter_sp_wl10	2304677		
SGB23843	Salinibacterium_sp_CGMCC_1_16371	2079791	Salinibacterium_sp_S1194	2173165
SGB23839	Blastococcus_sp_TF02A_26	2250577		
SGB23830	Geodermatophilus_normandii	1137989		
SGB23884	Microcella_sp_HL_107	2035245		
SGB23831	Geodermatophilus_aquaeductus	1564161	Geodermatophilus_sp_DSM_44511	1550242
SGB23750	Asanoa_ferruginea	53367		
SGB23847	Pseudoclavibacter_sp_8L	2653162	Pseudoclavibacter_sp_AY1H1,Pseudoclavibacter_sp_Z016,Pseudoclavibacter_sp_RFBJ5,Pseudoclavibacter_sp_RFBJ3,Pseudoclavibacter_sp_RFBI5,Pseudoclavibacter_sp_RFBI4,Pseudoclavibacter_sp_RFBH5,Pseudoclavibacter_sp_RFBG4,Pseudoclavibacter_sp_VKM_Ac_2867,Pseudoclavibacter_sp_VKM_Ac_2888	2080584,2080581,2080580,2080579,2080578,2080577,2080576,2080575,2783829,2783830
SGB23850	Pseudoclavibacter_sp_AY1F1	2080583		
SGB23848	Pseudoclavibacter_terrae	1530195	Pseudoclavibacter_sp_RFBA6	2080573
SGB23842	Actinomycetospora_cinnamomea	663609		
SGB23869	Microbacterium_chocolatum	84292		
SGB23854	Microbacterium_sp_MYb66	1848692		
SGB23860	Microbacterium_sp_MYb72	1848693		
SGB23870	Microbacterium_sp_Gd_4_13	2173179		
SGB23872	Microbacterium_arborescens	33883	Microbacterium_sp_SMR1	1497340
SGB23881	Microbacterium_sorbitolivorans	1867410		
SGB23859	Microbacterium_sp_3H14	2555725	Microbacterium_sp_ZOR0019,Microbacterium_sp_PI_1,Microbacterium_sp_CBA3102	1339233,2545631,2603598
SGB23861	Microbacterium_sp_TPD7012	2171975		
SGB23888	Curtobacterium_sp_MCBD17_003	2175667	Curtobacterium_sp_MCBD17_034,Curtobacterium_sp_MCBD17_019,Curtobacterium_sp_MCBD17_013,Curtobacterium_sp_MCBD17_040,Curtobacterium_sp_MCBD17_035,Curtobacterium_sp_MCBD17_028,Curtobacterium_sp_MCBD17_031	2175672,2175669,2175668,2175674,2175673,2175670,2175671
SGB23856	Microbacterium_sp_MYb24	1848683	Microbacterium_sp_URHA0036,Microbacterium_sp_MYb43,Microbacterium_sp_MYb40,Microbacterium_sp_MYb54,Microbacterium_sp_MYb50,Microbacterium_sp_MYb32	1298860,1848688,1848687,1848689,1827295,1848685
SGB23891	Curtobacterium_sp_MCBD17_021	2175665	Curtobacterium_sp_MCSS17_015	2175666
SGB23867	Microbacterium_testaceum	2033	Microbacterium_sp_HMWF026	2056861
SGB23866	Microbacterium_sp_NEAU_LLE	2293570		
SGB23889	Curtobacterium_sp_MCBD17_030	2175649	Curtobacterium_sp_MCPF17_031,Curtobacterium_sp_MCPF17_047,Curtobacterium_sp_MCPF17_052,Curtobacterium_sp_MCPF17_011,Curtobacterium_sp_MCPF17_001	2175653,2175654,2175655,2175652,2175651
SGB23895	Curtobacterium_sp_MCSS17_007	2175646		
SGB23893	Curtobacterium_sp_MCBD17_032	2175659		
SGB23901	Curtobacterium_sp_MCPF17_002	2175645		
SGB23898	Curtobacterium_sp_18060	2681408	Curtobacterium_sp_MCJR17_020,Curtobacterium_sp_PhB78,Curtobacterium_sp_PhB141,Curtobacterium_sp_PhB170,Curtobacterium_sp_PhB131,Curtobacterium_sp_PhB172,Curtobacterium_sp_PhB171,Curtobacterium_sp_PhB137,Curtobacterium_sp_PhB134,Curtobacterium_sp_PhB128,Curtobacterium_sp_PhB142,Curtobacterium_sp_PhB138,Curtobacterium_sp_PhB146,Curtobacterium_sp_PhB191,Curtobacterium_sp_PhB42,Curtobacterium_sp_PhB25,Curtobacterium_sp_PhB190,Curtobacterium_sp_VKM_Ac_2861,Curtobacterium_sp_VKM_Ac_2887,Curtobacterium_sp_VKM_Ac_2884	2175619,2485102,2485184,2485194,2485179,2485196,2485195,2485182,2485180,2485177,2485185,2485183,2485187,2485202,2485206,2485205,2485201,2739016,2783819,2783818
SGB23908	Agromyces_sp_MF30_A	2080742	Agromyces_sp_MF845	2173161
SGB23885	Chryseoglobus_sp_KN1116	2591847		
SGB23890	Curtobacterium_sp_MCLR17_032	2175650		
SGB23857	Microbacterium_sp_MYb62	1848690		
SGB23855	Microbacterium_oxydans	82380	Microbacterium_sp_Cr_K1W,Microbacterium_sp_Cr_K20,Microbacterium_sp_MYb45	1452537,1452536,1827294
SGB23879	Microbacterium_trichothecenolyticum	69370		
SGB23892	Curtobacterium_sp_MCBD17_008	2175656	Curtobacterium_sp_MCPF17_046,Curtobacterium_sp_MCJR17_043,Curtobacterium_sp_MCJR17_055,Curtobacterium_sp_MCBD17_029,Curtobacterium_sp_MCPF17_015,Curtobacterium_sp_MCBD17_023,Curtobacterium_sp_MCPF17_050	2175663,2175660,2175661,2175658,2175662,2175657,2175664
SGB23965	Corynebacterium_sp_2184	2079535	Corynebacterium_sp_2185	2173851
SGB23914	Rathayibacter_sp_AY1A1	2080519	Rathayibacter_sp_AY1A7,Rathayibacter_sp_AY1A5,Rathayibacter_sp_AY1F2,Rathayibacter_sp_AY1A2,Rathayibacter_sp_AY1A4,Rathayibacter_sp_AY1A3,Rathayibacter_sp_AY1E6,Rathayibacter_sp_AY1C2,Rathayibacter_sp_AY2B1,Rathayibacter_sp_AY1E8,Rathayibacter_sp_AY1C6,Rathayibacter_sp_AY2B9,Rathayibacter_sp_AY2B7,Rathayibacter_sp_AY2B5,Rathayibacter_sp_AY1E9,Rathayibacter_sp_AY1C5,Rathayibacter_sp_AY2B3,Rathayibacter_sp_AY1F4,Rathayibacter_sp_AY1E5,Rathayibacter_sp_AY1C7,Rathayibacter_sp_AY1F3,Rathayibacter_sp_AY1H2,Rathayibacter_sp_AY1F6,Rathayibacter_sp_AY1G9,Rathayibacter_sp_AY1G1,Rathayibacter_sp_AY1C1,Rathayibacter_sp_AY1F9,Rathayibacter_sp_AY1F8,Rathayibacter_sp_AY1C4,Rathayibacter_sp_AY1F7,Rathayibacter_sp_AY1E3,Rathayibacter_sp_AY1E4,Rathayibacter_sp_AY1C3,Rathayibacter_sp_AY1C9,Rathayibacter_sp_AY1E2,Rathayibacter_sp_AY1E1,Rathayibacter_sp_AY1D9,Rathayibacter_sp_AY1D7,Rathayibacter_sp_AY1D5,Rathayibacter_sp_AY1D4,Rathayibacter_sp_AY1D3,Rathayibacter_sp_AY1D1,Rathayibacter_sp_AY1D2,Rathayibacter_sp_AY1B7,Rathayibacter_sp_AY1B6,Rathayibacter_sp_AY1B8,Rathayibacter_sp_AY1B5,Rathayibacter_sp_AY1B4,Rathayibacter_sp_AY1B1,Rathayibacter_sp_TRS19,Rathayibacter_sp_RFBD1,Rathayibacter_sp_VKM_Ac_2801,Rathayibacter_sp_VKM_Ac_2805,Rathayibacter_sp_VKM_Ac_2762	2080524,2080523,2080557,2080520,2080522,2080521,2080554,2080535,2080568,2080555,2080539,2080572,2080571,2080570,2080556,2080538,2080569,2080559,2080553,2080540,2080558,2080566,2080560,2080565,2080564,2080534,2080563,2080562,2080537,2080561,2080551,2080552,2080536,2080541,2080550,2080549,2080548,2080547,2080546,2080545,2080544,2080542,2080543,2080532,2080531,2080533,2080530,2080529,2080528,2080526,2080527,2609255,2609258,2609254
SGB23924	Labedella_gwakjiensis	390269		
SGB23902	Curtobacterium_sp_9128	1793722		
SGB23894	Curtobacterium_sp_MCSS17_008	2175647		
SGB23913	Rathayibacter_iranicus	59737		
SGB23926	Subtercola_boreus	120213		
SGB23951	Auritidibacter_ignavus	678932	Auritidibacter_sp_NML130574,Auritidibacter_sp_NML120636,Auritidibacter_sp_NML120779,Auritidibacter_sp_NML100628,Auritidibacter_sp_Marseille_P8566	2170745,2170743,2170744,2170742,2495407
SGB23927	Subtercola_boreus	120213		
SGB23936	Gulosibacter_molinativorax	256821		
SGB23932	Mycetocola_sp_449	2079792	Mycetocola_sp_622	2173166
SGB24001	Candidatus_Rhodoluna_planktonica	535712		
SGB23964	Corynebacterium_sp_2183	2080740	Corynebacterium_sp_2189	2173852
SGB23967	Corynebacterium_pilosum	35756		
SGB24006	Microbacteriaceae_bacterium_MWH_Ta3	207608		
SGB23925	Amnibacterium_sp_M8JJ_5	2173173		
SGB24004	Aurantimicrobium_sp_MWH_Uga1	2079575		
SGB23941	Brevibacterium_sp_HMSC063G07	1739261	Brevibacterium_sp_HMSC07C04,Brevibacterium_sp_Marseille_P9724	1581130,2614125
SGB23935	Glaciihabitans_tibetensis	1266600		
SGB23910	Agromyces_sp_OV429	2135464		
SGB23911	Agromyces_sp_Soil535	1736390		
SGB23988	Actinomyces_bovis	1658	Actinomyces_israelii	1659
SGB23974	Corynebacterium_sp_13CS0277	2071994		
SGB23973	Corynebacterium_heidelbergense	2055947		
SGB24003	Aurantimicrobium_minutum	708131		
SGB23930	Subtercola_sp_Z020	2080582		
SGB23979	Ancrocorticia_populi	2175228		
SGB23904	Frondihabitans_sp_762G35	1446794		
SGB24007	Pontimonas_salivibrio	1159327		
SGB23982	Schaalia_odontolytica	1660		
SGB23929	Subtercola_boreus	120213		
SGB23937	Brevibacterium_celere	225845	Brevibacterium_sanguinis	232444
SGB24005	Aurantimicrobium_sp_MWH_Mo1	1987356		
SGB23947	Antricoccus_suffuscus	1629062		
SGB24002	Candidatus_Aquiluna_sp_UB_MaderosW2red	1855377		
SGB23998	Acidipropionibacterium_virtanenii	2057246		
SGB23975	Corynebacterium_provencense	1737425	Corynebacterium_sp_Marseille_P3888	2079482
SGB23906	Leifsonia_sp_ku_ls	2220072		
SGB24011	Meiothermus_sp_QL_1	2058095		
SGB23841	Desertihabitans_aurantiacus	2282477	Desertihabitans_brevis	2268447
SGB24012	Meiothermus_silvanus	52022	Meiothermus_sp_Pnk_1	873128
SGB23934	Cryobacterium_arcticum	670052		
SGB24014	Deinococcus_ficus	317577		
SGB23928	Subtercola_boreus	120213		
SGB23995	Micropruina_glycogenica	75385		
SGB24107	Prosthecochloris_marina	2017681		
SGB24018	Deinococcus_irradiatisoli	2202254		
SGB24019	Deinococcus_yavapaiensis	309889		
SGB24016	Deinococcus_sp_OD32	2136176		
SGB24017	Deinococcus_wulumuqiensis	980427		
SGB24086	Gracilimonas_sp_8A47	2079485		
SGB24115	Clostridiaceae_bacterium_JG1575	1658742		
SGB24087	Rhodohalobacter_sp_SW132	2293433		
SGB24155	Komagataeibacter_sucrofermentans	1053551		
SGB24150	Komagataeibacter_pomaceti	2021998	Komagataeibacter_cocois	1747507
SGB24106	Prosthecochloris_ethylica	2743976	Prosthecochloris_sp_ZM_2	2045206
SGB24124	Thermosyntropha_lipolytica	54294		
SGB24170	Thalassospira_profundimaris	502049		
SGB24136	Rhizobiales_bacterium	1909294	Pseudochrobactrum_asaccharolyticum	354351
SGB24156	Komagataeibacter_xylinus	28448		
SGB24160	Komagataeibacter_sp_AV_382	2301223		
SGB24153	Komagataeibacter_saccharivorans	265959		
SGB24205	Pararhodobacter_sp_AM505	2172121		
SGB24200	Gemmobacter_sp_HYN0069	2169400		
SGB24092	Candidatus_Desulfosporosinus_infrequens	2043169		
SGB24176	Aestuariispira_insulae	1461337		
SGB24151	Komagataeibacter_maltaceti	1203393		
SGB24139	Commensalibacter_sp_AMU001	2478912	Commensalibacter_sp_ESL0284,Commensalibacter_sp_ESL0392,Commensalibacter_sp_ESL0390,Commensalibacter_sp_ESL0382,Commensalibacter_sp_ESL0367,Commensalibacter_sp_ESL0379,Commensalibacter_sp_ESL0366	2070537,2676449,2676448,2676445,2676440,2676443,2676439
SGB24226	Albidovulum_inexpectatum	196587		
SGB24197	Pontivivens_insulae	1639689		
SGB24211	Litoreibacter_ponti	1510457		
SGB24000	Dermatophilus_congolensis	1863		
SGB24204	Roseinatronobacter_thiooxidans	121821		
SGB24213	Hasllibacter_halocynthiae	595589		
SGB24174	Thalassospira_profundimaris	502049		
SGB23997	Propionibacterium_australiense	119981		
SGB24161	Gluconacetobacter_liquefaciens	89584		
SGB24190	Rhodospirillaceae_bacterium	1898112		
SGB24214	Silicimonas_algicola	1826607		
SGB24233	Paracoccus_sp_SC2_6	2259340		
SGB24212	Hwanghaeicola_aestuarii	568105		
SGB24239	Thioclava_arenosa	1795308		
SGB24229	Paracoccus_thiocyanatus	34006		
SGB24232	Paracoccus_hibiscisoli	2023261		
SGB24230	Paracoccus_lutimaris	1490030		
SGB24222	Rhodobacteraceae_bacterium_63075	2301226		
SGB24236	Rhodobacter_viridis	1054202		
SGB24223	Defluviimonas_denitrificans	404881		
SGB24220	Rhodobacteraceae_bacterium_AsT_22	2230886		
SGB24225	Defluviimonas_aquaemixtae	1542388		
SGB24242	Rhodovulum_kholense	453584	Rhodovulum_viride	1231134
SGB24167	Thalassospira_xianhensis	478503		
SGB24245	Pararhodobacter_aggregans	404875		
SGB24250	Rhodobacter_blasticus	1075		
SGB24172	Thalassospira_profundimaris	502049		
SGB24152	Gluconacetobacter_entanii	108528	Komagataeibacter_sp_FXV2	2678527
SGB24246	Pararhodobacter_sp_CIC4N_9	2184063		
SGB24244	Rhodobacteraceae_bacterium_SH_1	2605946		
SGB24241	Rhodobacter_veldkampii	33049		
SGB24247	Cereibacter_changlensis	402884		
SGB24053	Vitiosangium_sp_GDMCC_1_1324	2138576		
SGB24269	Rhodosalinus_sp_E84	2259333		
SGB24238	Sinirhodobacter_ferrireducens	1215032	Sinirhodobacter_hungdaonensis	2501515
SGB24273	Rhodobacteraceae_bacterium_WD3A24	2086263		
SGB24276	Roseovarius_sp_TE539	2249812		
SGB24265	Roseivivax_halotolerans	93684	Roseivivax_sp_THAF30	2587852
SGB24260	Thalassococcus_profundi	2282382		
SGB24258	Roseivivax_pacificus	1267769		
SGB24270	Rhodosalinus_sediminis	1940533		
SGB24209	Pseudoruegeria_haliotis	1280846		
SGB24274	Maritimibacter_sp_55A14	2174844		
SGB24284	Ketogulonicigenium_robustum	92947		
SGB24268	Pseudoroseicyclus_aestuarii	1795041		
SGB24283	Rhodovulum_imhoffii	365340		
SGB24271	Rhodovulum_sp_12E13	2203891		
SGB24279	Rhodobacteraceae_bacterium_WDS4C29	1914409		
SGB24277	Rhodobacteraceae_bacterium_W635	2303578		
SGB24254	Rhodobacteraceae_bacterium	1904441		
SGB24280	Roseicyclus_mahoneyensis	164332		
